Student ID,Student Name,Term,Class,Predicted Outcome,Likelihood of Passing (%),Risk Level,CA Progress (%),Overall Score (%),Attendance (%),Subjects at Risk,Main Issue,Recommended Action
STU_0094,Student 0094,2025_T2,SS3,Pass,92.2,Low,91.6,91.6,79.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0095,Student 0095,2024_T1,SS3,Pass,94.1,Low,84.3,84.3,77.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0095,Student 0095,2024_T2,SS3,Pass,93.9,Low,91.6,91.6,80.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0095,Student 0095,2025_T1,SS3,Pass,92.4,Low,78.8,78.8,76.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0095,Student 0095,2025_T2,SS3,Pass,95.4,Low,90.6,90.6,86.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0096,Student 0096,2024_T1,JSS1,Pass,94.2,Low,86.2,86.2,84.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0096,Student 0096,2024_T2,JSS1,Pass,92.3,Low,80.7,80.7,85.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0096,Student 0096,2025_T1,JSS1,Pass,95.1,Low,88.8,88.8,89.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0096,Student 0096,2025_T2,JSS1,Pass,95.1,Low,92.2,92.2,87.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0097,Student 0097,2024_T1,JSS1,Fail,29.2,High,60.7,60.7,36.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0097,Student 0097,2024_T2,JSS1,Fail,17.8,High,51.5,51.5,45.3,3,"Low attendance, Many failed subjects",Contact student/guardian regarding attendance. Consider counselling.
STU_0097,Student 0097,2025_T1,JSS1,Pass,57.1,Medium,61.0,61.0,33.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0097,Student 0097,2025_T2,JSS1,Fail,5.8,High,52.2,52.2,31.3,2,"Low attendance, Low CA",Provide targeted CA support and additional practice materials.
STU_0098,Student 0098,2024_T1,SS1,Pass,77.0,Low,66.1,66.1,59.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0098,Student 0098,2024_T2,SS1,Pass,58.1,Medium,66.8,66.8,59.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0098,Student 0098,2025_T1,SS1,Fail,35.6,High,57.9,57.9,66.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0098,Student 0098,2025_T2,SS1,Fail,23.9,High,56.1,56.1,66.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0099,Student 0099,2024_T1,SS3,Pass,95.0,Low,95.4,95.4,69.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0099,Student 0099,2024_T2,SS3,Pass,93.5,Low,99.3,99.3,65.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0099,Student 0099,2025_T1,SS3,Pass,94.0,Low,91.2,91.2,68.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0099,Student 0099,2025_T2,SS3,Pass,94.4,Low,88.2,88.2,69.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0100,Student 0100,2024_T1,JSS3,Pass,86.5,Low,69.0,69.0,85.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0100,Student 0100,2024_T2,JSS3,Pass,74.7,Medium,62.8,62.8,76.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0100,Student 0100,2025_T1,JSS3,Pass,91.7,Low,79.2,79.2,78.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0100,Student 0100,2025_T2,JSS3,Pass,88.0,Low,71.9,71.9,79.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0101,Student 0101,2024_T1,JSS1,Pass,95.3,Low,90.2,90.2,64.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0101,Student 0101,2024_T2,JSS1,Pass,94.6,Low,90.6,90.6,69.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0101,Student 0101,2025_T1,JSS1,Pass,95.4,Low,87.8,87.8,63.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0101,Student 0101,2025_T2,JSS1,Pass,95.6,Low,90.6,90.6,68.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0102,Student 0102,2024_T1,JSS2,Pass,96.4,Low,96.4,96.4,62.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0102,Student 0102,2024_T2,JSS2,Pass,95.2,Low,98.9,98.9,65.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0102,Student 0102,2025_T1,JSS2,Pass,96.0,Low,90.9,90.9,73.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0102,Student 0102,2025_T2,JSS2,Pass,95.3,Low,91.4,91.4,68.3,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0103,Student 0103,2024_T1,JSS2,Pass,91.0,Low,71.9,71.9,43.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0103,Student 0103,2024_T2,JSS2,Pass,89.4,Low,73.8,73.8,45.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0103,Student 0103,2025_T1,JSS2,Pass,70.2,Medium,64.0,64.0,37.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0103,Student 0103,2025_T2,JSS2,Pass,72.6,Medium,62.7,62.7,38.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0104,Student 0104,2024_T1,JSS2,Pass,93.4,Low,95.9,95.9,85.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0104,Student 0104,2024_T2,JSS2,Pass,91.0,Low,89.5,89.5,84.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0104,Student 0104,2025_T1,JSS2,Pass,93.1,Low,88.8,88.8,88.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0104,Student 0104,2025_T2,JSS2,Pass,89.7,Low,86.2,86.2,74.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0105,Student 0105,2024_T1,SS2,Pass,84.1,Low,69.3,69.3,81.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0105,Student 0105,2024_T2,SS2,Pass,87.9,Low,78.0,78.0,87.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0105,Student 0105,2025_T1,SS2,Pass,85.9,Low,70.4,70.4,90.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0105,Student 0105,2025_T2,SS2,Pass,93.1,Low,76.5,76.5,84.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0106,Student 0106,2024_T1,SS1,Fail,26.5,High,61.1,61.1,60.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0106,Student 0106,2024_T2,SS1,Fail,29.2,High,56.8,56.8,69.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0106,Student 0106,2025_T1,SS1,Fail,11.2,High,54.3,54.3,63.6,1,"Low attendance, Low CA",Provide targeted CA support and additional practice materials.
STU_0106,Student 0106,2025_T2,SS1,Fail,45.0,High,63.6,63.6,59.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0107,Student 0107,2024_T1,JSS2,Pass,91.8,Low,79.5,79.5,77.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0107,Student 0107,2024_T2,JSS2,Pass,90.7,Low,84.9,84.9,79.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0107,Student 0107,2025_T1,JSS2,Pass,92.7,Low,84.5,84.5,75.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0107,Student 0107,2025_T2,JSS2,Pass,90.7,Low,84.4,84.4,88.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0108,Student 0108,2024_T1,SS1,Pass,94.5,Low,85.5,85.5,73.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0108,Student 0108,2024_T2,SS1,Pass,93.1,Low,80.5,80.5,70.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0108,Student 0108,2025_T1,SS1,Pass,93.4,Low,84.8,84.8,67.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0108,Student 0108,2025_T2,SS1,Pass,91.1,Low,74.0,74.0,73.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0109,Student 0109,2024_T1,JSS2,Pass,92.2,Low,82.5,82.5,91.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0109,Student 0109,2024_T2,JSS2,Pass,90.2,Low,78.4,78.4,82.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0109,Student 0109,2025_T1,JSS2,Pass,85.4,Low,72.9,72.9,77.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0109,Student 0109,2025_T2,JSS2,Pass,93.2,Low,82.1,82.1,87.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0110,Student 0110,2024_T1,JSS3,Pass,91.6,Low,83.9,83.9,84.4,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0110,Student 0110,2024_T2,JSS3,Pass,83.9,Low,73.4,73.4,75.0,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0110,Student 0110,2025_T1,JSS3,Pass,86.9,Low,75.0,75.0,82.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0110,Student 0110,2025_T2,JSS3,Pass,82.8,Low,71.5,71.5,79.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0111,Student 0111,2024_T1,SS1,Pass,94.6,Low,97.3,97.3,87.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0111,Student 0111,2024_T2,SS1,Pass,90.9,Low,86.0,86.0,79.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0111,Student 0111,2025_T1,SS1,Pass,95.0,Low,93.1,93.1,82.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0111,Student 0111,2025_T2,SS1,Pass,93.2,Low,89.2,89.2,82.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0112,Student 0112,2024_T1,JSS2,Pass,93.7,Low,83.1,83.1,69.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0112,Student 0112,2024_T2,JSS2,Pass,91.1,Low,82.0,82.0,80.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0112,Student 0112,2025_T1,JSS2,Pass,93.9,Low,82.3,82.3,68.9,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0112,Student 0112,2025_T2,JSS2,Pass,89.5,Low,94.9,94.9,70.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0113,Student 0113,2024_T1,JSS1,Pass,84.9,Low,68.6,68.6,44.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0113,Student 0113,2024_T2,JSS1,Pass,64.6,Medium,63.4,63.4,35.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0113,Student 0113,2025_T1,JSS1,Fail,27.9,High,56.3,56.3,45.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0113,Student 0113,2025_T2,JSS1,Pass,85.2,Low,70.9,70.9,40.2,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0114,Student 0114,2024_T1,SS1,Pass,91.8,Low,73.8,73.8,72.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0114,Student 0114,2024_T2,SS1,Pass,93.0,Low,83.5,83.5,82.1,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0114,Student 0114,2025_T1,SS1,Pass,93.1,Low,74.8,74.8,75.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0114,Student 0114,2025_T2,SS1,Pass,94.9,Low,83.1,83.1,73.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0115,Student 0115,2024_T1,SS2,Pass,95.3,Low,96.6,96.6,71.7,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0115,Student 0115,2024_T2,SS2,Pass,94.4,Low,92.8,92.8,76.3,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0115,Student 0115,2025_T1,SS2,Pass,93.2,Low,88.5,88.5,79.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0115,Student 0115,2025_T2,SS2,Pass,94.2,Low,88.4,88.4,72.4,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0116,Student 0116,2024_T1,JSS1,Fail,25.8,High,60.5,60.5,40.8,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0116,Student 0116,2024_T2,JSS1,Fail,13.6,High,51.2,51.2,50.2,3,"Low attendance, Many failed subjects",Contact student/guardian regarding attendance. Consider counselling.
STU_0116,Student 0116,2025_T1,JSS1,Fail,16.8,High,53.3,53.3,51.7,1,"Low attendance, Low CA",Provide targeted CA support and additional practice materials.
STU_0116,Student 0116,2025_T2,JSS1,Fail,22.7,High,46.0,46.0,55.4,5,"Low attendance, Many failed subjects",Contact student/guardian regarding attendance. Consider counselling.
STU_0117,Student 0117,2024_T1,JSS1,Pass,90.7,Low,73.9,73.9,87.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0117,Student 0117,2024_T2,JSS1,Pass,91.3,Low,78.9,78.9,93.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0117,Student 0117,2025_T1,JSS1,Pass,89.3,Low,70.3,70.3,82.7,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0117,Student 0117,2025_T2,JSS1,Pass,93.1,Low,75.8,75.8,84.0,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0118,Student 0118,2024_T1,SS3,Fail,21.3,High,57.8,57.8,34.6,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0118,Student 0118,2024_T2,SS3,Fail,16.5,High,56.5,56.5,32.5,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0118,Student 0118,2025_T1,SS3,Fail,8.8,High,54.0,54.0,32.3,1,"Low attendance, Low CA",Provide targeted CA support and additional practice materials.
STU_0118,Student 0118,2025_T2,SS3,Pass,60.6,Medium,62.8,62.8,38.1,0,Low attendance,Contact student/guardian regarding attendance. Consider counselling.
STU_0119,Student 0119,2024_T1,SS2,Pass,94.3,Low,90.1,90.1,89.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0119,Student 0119,2024_T2,SS2,Pass,94.3,Low,96.7,96.7,92.8,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0119,Student 0119,2025_T1,SS2,Pass,95.1,Low,97.4,97.4,93.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0119,Student 0119,2025_T2,SS2,Pass,95.6,Low,94.9,94.9,91.6,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0120,Student 0120,2024_T1,JSS1,Pass,88.5,Low,71.4,71.4,77.2,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0120,Student 0120,2024_T2,JSS1,Pass,92.4,Low,76.5,76.5,79.5,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0120,Student 0120,2025_T1,JSS1,Pass,92.4,Low,73.8,73.8,81.9,0,No major risk,Continue monitoring. No immediate intervention required.
STU_0120,Student 0120,2025_T2,JSS1,Pass,88.3,Low,69.4,69.4,76.2,0,No major risk,Continue monitoring. No immediate intervention required.
