Student ID,Student Name,Gender,Term,Class,Subject,CA Score,CA Total Score,Classes Held,Classes Attended,Behavioral Rating
STU_0106,Student 0106,Female,2026_T1,SS1,Literature,30.8,40,25,19,Excellent
STU_0106,Student 0106,Female,2026_T1,SS1,Economics,34.7,40,33,25,Excellent
STU_0106,Student 0106,Female,2026_T1,SS1,Biology,31.5,40,31,24,Excellent
STU_0106,Student 0106,Female,2026_T1,SS1,Further Mathematics,33.3,40,30,23,Excellent
STU_0106,Student 0106,Female,2026_T1,SS1,Geography,32.9,40,31,24,Excellent
STU_0106,Student 0106,Female,2026_T1,SS1,English Language,36.3,40,35,27,Excellent
STU_0107,Student 0107,Female,2026_T1,JSS2,Chemistry,31.9,40,34,24,Average
STU_0107,Student 0107,Female,2026_T1,JSS2,Further Mathematics,29.1,40,25,18,Average
STU_0107,Student 0107,Female,2026_T1,JSS2,Economics,33.4,40,29,21,Average
STU_0107,Student 0107,Female,2026_T1,JSS2,Mathematics,28.8,40,32,23,Average
STU_0107,Student 0107,Female,2026_T1,JSS2,English Language,32.3,40,35,25,Average
STU_0107,Student 0107,Female,2026_T1,JSS2,Physics,30.0,40,27,19,Average
STU_0108,Student 0108,Male,2026_T1,SS1,Mathematics,29.9,40,31,26,Average
STU_0108,Student 0108,Male,2026_T1,SS1,Geography,31.7,40,35,29,Average
STU_0108,Student 0108,Male,2026_T1,SS1,English Language,31.7,40,27,22,Average
STU_0108,Student 0108,Male,2026_T1,SS1,Further Mathematics,33.4,40,25,21,Average
STU_0108,Student 0108,Male,2026_T1,SS1,Literature,30.5,40,26,21,Average
STU_0108,Student 0108,Male,2026_T1,SS1,Chemistry,31.3,40,30,25,Average
STU_0109,Student 0109,Female,2026_T1,JSS2,Economics,29.8,40,32,21,Excellent
STU_0109,Student 0109,Female,2026_T1,JSS2,Chemistry,31.1,40,29,19,Excellent
STU_0109,Student 0109,Female,2026_T1,JSS2,Mathematics,31.6,40,34,23,Excellent
STU_0109,Student 0109,Female,2026_T1,JSS2,Literature,30.5,40,27,18,Excellent
STU_0109,Student 0109,Female,2026_T1,JSS2,English Language,27.1,40,35,23,Excellent
STU_0109,Student 0109,Female,2026_T1,JSS2,Further Mathematics,31.4,40,31,21,Excellent
STU_0110,Student 0110,Female,2026_T1,JSS3,Biology,40.0,40,26,23,Average
STU_0110,Student 0110,Female,2026_T1,JSS3,Literature,38.2,40,26,23,Average
STU_0110,Student 0110,Female,2026_T1,JSS3,Geography,37.0,40,32,29,Average
STU_0110,Student 0110,Female,2026_T1,JSS3,Mathematics,40.0,40,35,31,Average
STU_0110,Student 0110,Female,2026_T1,JSS3,Economics,40.0,40,35,31,Average
STU_0110,Student 0110,Female,2026_T1,JSS3,Further Mathematics,39.1,40,33,30,Average
STU_0111,Student 0111,Male,2026_T1,SS1,Physics,22.6,40,29,21,Average
STU_0111,Student 0111,Male,2026_T1,SS1,Economics,23.2,40,34,25,Average
STU_0111,Student 0111,Male,2026_T1,SS1,Literature,27.5,40,27,19,Average
STU_0111,Student 0111,Male,2026_T1,SS1,Geography,25.1,40,26,19,Average
STU_0111,Student 0111,Male,2026_T1,SS1,Further Mathematics,23.8,40,30,22,Average
STU_0111,Student 0111,Male,2026_T1,SS1,Chemistry,25.9,40,26,19,Average
STU_0112,Student 0112,Female,2026_T1,JSS2,Further Mathematics,36.9,40,33,24,Good
STU_0112,Student 0112,Female,2026_T1,JSS2,Computer Science,40.0,40,35,25,Good
STU_0112,Student 0112,Female,2026_T1,JSS2,Literature,40.0,40,26,19,Good
STU_0112,Student 0112,Female,2026_T1,JSS2,Mathematics,37.6,40,28,20,Good
STU_0112,Student 0112,Female,2026_T1,JSS2,Biology,37.2,40,35,25,Good
STU_0112,Student 0112,Female,2026_T1,JSS2,Geography,33.3,40,26,19,Good
STU_0113,Student 0113,Male,2026_T1,JSS1,Physics,25.2,40,26,10,Average
STU_0113,Student 0113,Male,2026_T1,JSS1,English Language,25.5,40,33,12,Average
STU_0113,Student 0113,Male,2026_T1,JSS1,Biology,28.5,40,29,11,Average
STU_0113,Student 0113,Male,2026_T1,JSS1,Economics,27.5,40,30,11,Average
STU_0113,Student 0113,Male,2026_T1,JSS1,Mathematics,25.5,40,33,12,Average
STU_0113,Student 0113,Male,2026_T1,JSS1,Geography,27.6,40,27,10,Average
STU_0114,Student 0114,Female,2026_T1,SS1,Biology,35.7,40,30,21,Good
STU_0114,Student 0114,Female,2026_T1,SS1,Further Mathematics,35.8,40,33,23,Good
STU_0114,Student 0114,Female,2026_T1,SS1,Literature,30.9,40,30,21,Good
STU_0114,Student 0114,Female,2026_T1,SS1,English Language,34.5,40,34,24,Good
STU_0114,Student 0114,Female,2026_T1,SS1,Computer Science,32.0,40,33,23,Good
STU_0114,Student 0114,Female,2026_T1,SS1,Chemistry,36.5,40,33,23,Good
STU_0115,Student 0115,Male,2026_T1,SS2,Chemistry,18.2,40,27,15,Poor
STU_0115,Student 0115,Male,2026_T1,SS2,Physics,14.8,40,34,20,Poor
STU_0115,Student 0115,Male,2026_T1,SS2,Computer Science,15.1,40,31,18,Poor
STU_0115,Student 0115,Male,2026_T1,SS2,Biology,15.7,40,26,15,Poor
STU_0115,Student 0115,Male,2026_T1,SS2,Further Mathematics,12.1,40,33,19,Poor
STU_0115,Student 0115,Male,2026_T1,SS2,Geography,17.3,40,29,17,Poor
STU_0116,Student 0116,Male,2026_T1,JSS1,Physics,31.5,40,35,23,Good
STU_0116,Student 0116,Male,2026_T1,JSS1,Further Mathematics,33.9,40,35,23,Good
STU_0116,Student 0116,Male,2026_T1,JSS1,Chemistry,29.8,40,28,18,Good
STU_0116,Student 0116,Male,2026_T1,JSS1,Mathematics,30.8,40,30,19,Good
STU_0116,Student 0116,Male,2026_T1,JSS1,Geography,29.0,40,34,22,Good
STU_0116,Student 0116,Male,2026_T1,JSS1,Computer Science,30.0,40,35,23,Good
STU_0117,Student 0117,Female,2026_T1,JSS1,Computer Science,29.6,40,26,19,Average
STU_0117,Student 0117,Female,2026_T1,JSS1,Chemistry,34.0,40,35,26,Average
STU_0117,Student 0117,Female,2026_T1,JSS1,English Language,30.6,40,33,24,Average
STU_0117,Student 0117,Female,2026_T1,JSS1,Physics,32.3,40,31,23,Average
STU_0117,Student 0117,Female,2026_T1,JSS1,Mathematics,31.3,40,26,19,Average
STU_0117,Student 0117,Female,2026_T1,JSS1,Biology,29.5,40,30,22,Average
STU_0118,Student 0118,Male,2026_T1,SS3,English Language,29.2,40,27,21,Good
STU_0118,Student 0118,Male,2026_T1,SS3,Economics,30.7,40,33,26,Good
STU_0118,Student 0118,Male,2026_T1,SS3,Chemistry,27.1,40,29,23,Good
STU_0118,Student 0118,Male,2026_T1,SS3,Literature,31.1,40,34,27,Good
STU_0118,Student 0118,Male,2026_T1,SS3,Mathematics,27.8,40,32,25,Good
STU_0118,Student 0118,Male,2026_T1,SS3,Geography,28.5,40,26,20,Good
STU_0119,Student 0119,Male,2026_T1,SS2,Economics,34.7,40,33,27,Good
STU_0119,Student 0119,Male,2026_T1,SS2,Physics,32.3,40,34,28,Good
STU_0119,Student 0119,Male,2026_T1,SS2,Geography,33.7,40,31,26,Good
STU_0119,Student 0119,Male,2026_T1,SS2,Computer Science,33.0,40,32,27,Good
STU_0119,Student 0119,Male,2026_T1,SS2,Literature,33.9,40,34,28,Good
STU_0119,Student 0119,Male,2026_T1,SS2,Biology,28.9,40,27,22,Good
STU_0120,Student 0120,Female,2026_T1,JSS1,Mathematics,29.0,40,32,27,Excellent
STU_0120,Student 0120,Female,2026_T1,JSS1,Geography,33.9,40,27,22,Excellent
STU_0120,Student 0120,Female,2026_T1,JSS1,Chemistry,34.7,40,32,27,Excellent
STU_0120,Student 0120,Female,2026_T1,JSS1,Further Mathematics,30.8,40,30,25,Excellent
STU_0120,Student 0120,Female,2026_T1,JSS1,Biology,32.1,40,32,27,Excellent
STU_0120,Student 0120,Female,2026_T1,JSS1,Literature,33.2,40,33,27,Excellent
